,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Rank,Release Date,Movie Title,Production Budget ($),Worldwide Gross ($),Domestic Gross ($)
2109,2109,2109,2466,1725,3258,12/10/2001,Corky Romano,11000000,25116103,23978402
2110,2110,2110,2467,4757,3004,12/19/2014,Mr. Turner,14000000,25187026,3958546
2111,2111,2111,2468,4797,1857,1/12/2015,Grace of Monaco,30000000,25199891,0
2112,2112,2112,2469,312,3840,10/7/1981,Escape from New York,6000000,25244700,25244700
2113,2113,2113,2470,4106,1393,3/2/2012,Big Miracle,40000000,25268680,20157300
2114,2114,2114,2471,2545,3746,11/2/2005,Bride & Prejudice,7000000,25269040,6601079
2115,2115,2115,2472,4269,3282,11/16/2012,Le prénom,11000000,25307405,61611
2116,2116,2116,2473,1941,4118,12/19/2002,25th Hour,4500000,25344490,13084595
2117,2117,2117,2474,2956,702,8/17/2007,The Last Legion,67000000,25357771,5932060
2118,2118,2118,2475,1182,3351,12/6/1998,Can't Hardly Wait,10000000,25358996,25358996
2119,2119,2119,2476,4185,2484,7/9/2012,The Cold Light of Day,20000000,25361206,3763583
2120,2120,2120,2477,3046,3702,12/25/2007,Persepolis,7300000,25397460,4443403
2121,2121,2121,2478,902,1088,9/8/1996,Escape from L.A.,50000000,25426861,25426861
2122,2122,2122,2479,4316,4175,1/3/2013,The Last Exorcism Part II,4000000,25448707,15179303
2123,2123,2123,2480,3931,2954,7/22/2011,Elle s'appelait Sarah,14500000,25480031,7691700
2124,2124,2124,2481,393,4662,9/11/1984,A Nightmare on Elm Street,1800000,25504513,25504513
2125,2125,2125,2482,4753,3157,12/12/2014,Top Five,12000000,25514848,25317379
2126,2126,2126,2483,800,3722,8/25/1995,Desperado,7000000,25532388,25532388
2127,2127,2127,2484,313,4474,10/30/1981,Halloween II,2500000,25533818,25533818
2128,2128,2128,2485,3791,5343,12/3/2010,The Exploding Girl,40000,25572,25572
2129,2129,2129,2486,1796,2978,4/10/2002,Jonah: A VeggieTales Movie,14000000,25608779,25571351
2130,2130,2130,2487,4464,3620,9/18/2013,Enough Said,8000000,25621449,17550872
2131,2131,2131,2488,2877,3590,3/16/2007,The Wind That Shakes the Barley,8300000,25670174,1829142
2132,2132,2132,2489,354,3350,3/25/1983,The Outsiders,10000000,25697647,25697647
2133,2133,2133,2490,3538,2640,12/30/2009,Das Weisse Band: Eine deutsche Kindergeschichte,18000000,25727044,2222862
2134,2134,2134,2491,2391,2084,3/18/2005,Ice Princess,25000000,25732334,24381334
2135,2135,2135,2492,842,2388,1/19/1996,From Dusk Till Dawn,20000000,25732986,25728961
2136,2136,2136,2493,706,2250,12/29/1993,Shadowlands,22000000,25842377,25842377
2137,2137,2137,2494,1852,679,8/2/2002,Rollerball,70000000,25852508,18990542
2138,2138,2138,2495,3962,3980,8/26/2011,Our Idiot Brother,5000000,25861249,24814830
2139,2139,2139,2496,5310,3699,1/13/2017,The Bye Bye Man,7400000,25863405,22395806
2140,2140,2140,2497,5270,1423,11/11/2016,Billy Lynn’s Long Halftime Walk,40000000,25863458,1738477
2141,2141,2141,2498,1677,2257,9/2/2001,Saving Silverman,22000000,25873142,19351569
2142,2142,2142,2499,1855,2979,8/3/2002,All About the Benjamins,14000000,25873145,25482931
2143,2143,2143,2500,213,4661,11/16/1976,Carrie,1800000,25878153,25878153
2144,2144,2144,2501,473,1877,6/11/1987,Cry Freedom,29000000,25899797,5899797
2145,2145,2145,2502,2084,4024,9/5/2003,Les invasions barbares,5000000,25913869,8460000
2146,2146,2146,2503,398,1139,12/14/1984,The Cotton Club,48000000,25928721,25928721
2147,2147,2147,2504,3956,4439,8/19/2011,Griff the Invisible,2900000,25935,20778
2148,2148,2148,2505,3717,2630,8/20/2010,Mao's Last Dancer,18000000,25941437,4806750
2149,2149,2149,2506,5151,2440,2/26/2016,Triple 9,20000000,25943792,12639297
2150,2150,2150,2507,922,515,11/15/1996,Space Jam,80000000,250200000,90463534
2151,2151,2151,2508,4926,367,6/11/2015,The Peanuts Movie,99000000,250474038,130178411
2152,2152,2152,2509,1171,453,11/20/1998,Enemy of the State,85000000,250649836,111549836
2153,2153,2153,2510,975,648,6/13/1997,Hercules,70000000,250700000,99112101
2154,2154,2154,2511,1184,715,12/18/1998,You've Got Mail,65000000,250800000,115821495
2155,2155,2155,2512,5326,3954,2/24/2017,Get Out,5000000,251359904,175484140
2156,2156,2156,2513,4395,224,5/31/2013,After Earth,130000000,251499665,60522097
2157,2157,2157,2514,3495,808,10/28/2009,Michael Jackson's This Is It,60000000,252091016,72091016
2158,2158,2158,2515,3801,1512,12/22/2010,True Grit,35000000,252276928,171243005
2159,2159,2159,2516,2688,4400,6/10/2006,Love's Abiding Joy,3000000,252726,252726
2160,2160,2160,2517,2853,776,2/3/2007,Wild Hogs,60000000,253555383,168213584
2161,2161,2161,2518,2082,5068,8/29/2003,Civil Brand,500000,254293,254293
2162,2162,2162,2519,348,4808,11/19/1982,Q,1200000,255000,255000
2163,2163,2163,2520,678,724,5/28/1993,Cliffhanger,65000000,255000000,84049211
2164,2164,2164,2521,2992,76,10/8/2007,Rush Hour 3,180000000,256585882,140125968
2165,2165,2165,2522,4569,3800,3/10/2014,Annabelle,6500000,256873813,84273813
2166,2166,2166,2523,2266,632,7/30/2004,The Village,71682975,257641634,114197520
2167,2167,2167,2524,1398,1015,3/17/2000,Erin Brockovich,50000000,257805243,125548685
2168,2168,2168,2525,4512,1281,12/13/2013,American Hustle,40000000,257878294,150117807
2169,2169,2169,2526,992,4266,8/13/1997,The Full Monty,3500000,257938649,45950122
2170,2170,2170,2527,3999,1013,10/6/2011,Super 8,50000000,257972745,127004179
2171,2171,2171,2528,426,1695,12/18/1985,Out of Africa,31000000,258210860,79096868
2172,2172,2172,2529,3676,271,6/23/2010,Knight and Day,117000000,258751370,76423035
2173,2173,2173,2530,4804,926,1/16/2015,Paddington,55000000,259541430,76223578
2174,2174,2174,2531,1396,403,3/11/2000,Charlie's Angels,90000000,259736090,125305545
2175,2175,2175,2532,5061,4927,11/12/2015,American Hero,1000000,26,0
2176,2176,2176,2533,533,3839,6/30/1989,Do the Right Thing,6000000,26004026,26004026
2177,2177,2177,2534,2872,3896,3/10/2007,Lake of Fire,6000000,26007,25317
2178,2178,2178,2535,269,3977,3/10/1980,The Elephant Man,5000000,26010864,26010864
2179,2179,2179,2536,2822,2557,12/15/2006,Indigènes,18900000,26063572,320700
2180,2180,2180,2537,771,1104,3/11/1995,Fair Game,50000000,26097497,11497497
2181,2181,2181,2538,3941,1092,8/4/2011,Your Highness,50000000,26121638,21596445
2182,2182,2182,2539,1074,2507,3/27/1998,"Couloirs du temps: Les visiteurs 2, Les",20000000,26146072,146072
2183,2183,2183,2540,3075,2878,1/23/2008,U2 3D,15000000,26170402,12898847
2184,2184,2184,2541,2574,1828,12/25/2005,The New World,30000000,26184400,12712093
2185,2185,2185,2542,634,3609,3/13/1992,Howards End,8000000,26199377,26124872
2186,2186,2186,2543,1869,1086,9/8/2002,Blood Work,50000000,26199517,26199517
2187,2187,2187,2544,2039,1800,6/13/2003,Dumb and Dumberer: When Harry Met Lloyd,30000000,26214846,26214846
2188,2188,2188,2545,2287,1821,9/4/2004,The Whole Ten Yards,30000000,26323969,16323969
2189,2189,2189,2546,3396,2105,6/11/2009,The Box,25000000,26341896,15051977
2190,2190,2190,2547,1919,2439,11/22/2002,The Quiet American,20000000,26348203,12987647
2191,2191,2191,2548,4351,1117,3/15/2013,Upside Down,50000000,26387039,102118
2192,2192,2192,2549,385,2596,6/29/1984,Conan the Destroyer,18000000,26400000,26400000
2193,2193,2193,2550,3844,3995,2/9/2011,Apollo 18,5000000,26517819,17686929
2194,2194,2194,2551,188,3720,3/29/1974,The Great Gatsby,7000000,26533200,26533200
2195,2195,2195,2552,913,3054,10/7/1996,Harriet the Spy,13000000,26570048,26570048
2196,2196,2196,2553,190,5280,10/18/1974,The Texas Chainsaw Massacre,140000,26572439,26572439
2197,2197,2197,2554,549,2595,12/13/1989,Glory,18000000,26593580,26593580
2198,2198,2198,2555,4076,4810,1/6/2012,"Pink Ribbons, Inc.",1200000,26608,26608
2199,2199,2199,2556,1345,1575,12/2/1999,Blast from the Past,35000000,26613620,26613620
2200,2200,2200,2557,2506,753,9/23/2005,Oliver Twist,65000000,26670920,2070920
2201,2201,2201,2558,993,859,8/15/1997,Event Horizon,60000000,26673242,26673242
2202,2202,2202,2559,2129,547,11/26/2003,Timeline,80000000,26703184,19480739
2203,2203,2203,2560,1140,1802,9/18/1998,One True Thing,30000000,26708196,23337196
2204,2204,2204,2561,2743,3359,9/6/2006,A Prairie Home Companion,10000000,26716191,20342852
2205,2205,2205,2562,3502,3102,11/9/2009,Sorority Row,12500000,26735797,11965282
2206,2206,2206,2563,5022,1415,10/7/2015,Baahubali: The Beginning,40000000,26736665,6738000
2207,2207,2207,2564,929,2385,12/1/1996,Eye for an Eye,20000000,26792700,26792700
2208,2208,2208,2565,3274,4917,11/21/2008,Special,1000000,26822,7202
2209,2209,2209,2566,4385,3984,5/7/2013,The Way Way Back,5000000,26853810,21502690
2210,2210,2210,2567,3617,1819,4/6/2010,Splice,30000000,26857459,17010170
2211,2211,2211,2568,341,2688,9/7/1982,Tron,17000000,26918576,26918576
2212,2212,2212,2569,871,2593,5/24/1996,Spy Hard,18000000,26936265,26936265
2213,2213,2213,2570,2996,1935,10/19/2007,Rendition,27500000,26939925,9736045
2214,2214,2214,2571,4333,6,2/7/2013,The Lone Ranger,275000000,260002115,89302115
2215,2215,2215,2572,2547,499,11/3/2005,Robots,80000000,260700012,128200012
2216,2216,2216,2573,4403,3293,6/12/2013,The Last Days on Mars,10600000,261364,24084
2217,2217,2217,2574,556,714,1/6/1990,Total Recall,65000000,261400000,119394839
2218,2218,2218,2575,2623,2565,3/11/2006,Borat,18000000,261443242,128505958
2219,2219,2219,2576,827,720,12/15/1995,Jumanji,65000000,262758310,100458310
2220,2220,2220,2577,4393,339,5/24/2013,Epic,100000000,262794441,107518682
2221,2221,2221,2578,3162,196,6/13/2008,The Incredible Hulk,137500000,263417913,134806913
2222,2222,2222,2579,46,4434,2/15/1950,Cinderella,2900000,263591415,85000000
2223,2223,2223,2580,3921,297,7/10/2011,Real Steel,110000000,263880341,85463309
2224,2224,2224,2581,2338,1064,12/11/2004,Bridget Jones: The Edge Of Reason,50000000,263894551,40203020
2225,2225,2225,2582,1000,377,9/5/1997,The Fifth Element,95000000,263900000,63570862
2226,2226,2226,2583,1085,780,5/6/1998,The Truman Show,60000000,264118201,125618201
2227,2227,2227,2584,795,93,7/28/1995,Waterworld,175000000,264246220,88246220
2228,2228,2228,2585,2139,501,12/12/2003,Something's Gotta Give,80000000,266685242,124685242
2229,2229,2229,2586,640,491,6/18/1992,Batman Returns,80000000,266824291,162833635
2230,2230,2230,2587,3227,3012,9/26/2008,The Lucky Ones,14000000,266967,266967
2231,2231,2231,2588,1946,3886,12/20/2002,Morvern Callar,6000000,267194,267194
2232,2232,2232,2589,1868,640,9/8/2002,xXx,70000000,267200000,141930000
2233,2233,2233,2590,4418,1477,7/8/2013,We're the Millers,37000000,267816276,150394119
2234,2234,2234,2591,1412,4218,4/8/2000,Psycho Beach Party,4000000,267972,267972
2235,2235,2235,2592,2858,334,2/11/2007,American Gangster,100000000,267985456,130164645
2236,2236,2236,2593,28,4969,8/13/1942,Bambi,858000,268000000,102797000
2237,2237,2237,2594,3710,483,8/13/2010,The Expendables,82000000,268268174,103068524
2238,2238,2238,2595,4751,190,12/12/2014,Exodus: Gods and Kings,140000000,268314513,65014513
2239,2239,2239,2596,173,3709,3/15/1972,The Godfather,7000000,268500000,134966411
2240,2240,2240,2597,3171,315,7/3/2008,"10,000 B.C.",105000000,269065678,94784201
2241,2241,2241,2598,4629,176,7/3/2014,Mr. Peabody & Sherman,145000000,269806430,111506430
2242,2242,2242,2599,4371,1432,4/16/2013,Un monstre à Paris ,40000000,27000381,0
2243,2243,2243,2600,1774,4795,2/22/2002,Monsoon Wedding,1200000,27025600,13876974
2244,2244,2244,2601,1637,1378,7/9/2001,The Musketeer,40000000,27053815,27053815
2245,2245,2245,2602,1082,3052,4/24/1998,The Big Hit,13000000,27066941,27066941
2246,2246,2246,2603,336,4116,8/13/1982,Fast Times at Ridgemont High,4500000,27092880,27092880
2247,2247,2247,2604,1322,1082,10/15/1999,The Story of Us,50000000,27100030,27100030
2248,2248,2248,2605,272,1573,5/12/1980,Flash Gordon,35000000,27107960,27107960
2249,2249,2249,2606,3157,2627,6/6/2008,Mongol,18000000,27147349,5705761
2250,2250,2250,2607,2486,1824,8/26/2005,The Cave,30000000,27147991,15007991
2251,2251,2251,2608,3479,2599,10/4/2009,Observe and Report,18000000,27148898,24007324
2252,2252,2252,2609,1351,3051,12/3/1999,Baby Geniuses,13000000,27151490,27151490
2253,2253,2253,2610,400,1933,12/14/1984,A Passage to India,27500000,27187653,27187653
2254,2254,2254,2611,2915,2272,6/4/2007,Zwartboek,22000000,27238354,4398532
2255,2255,2255,2612,1060,1951,2/27/1998,Dark City,27000000,27257061,14435076
2256,2256,2256,2613,653,3153,11/12/1992,The Muppet Christmas Carol,12000000,27281507,27281507
2257,2257,2257,2614,4761,3378,12/25/2014,Big Eyes,10000000,27317872,14482031
2258,2258,2258,2615,2719,3981,7/21/2006,Clerks II,5000000,27342246,24148068
2259,2259,2259,2616,5369,1081,7/28/2017,The Emoji Movie,50000000,27366288,27365212
2260,2260,2260,2617,5126,2608,1/15/2016,Norm of the North,18000000,27392196,17062499
2261,2261,2261,2618,4352,1679,3/15/2013,The Incredible Burt Wonderstone,32000000,27392609,22537881
2262,2262,2262,2619,399,1204,12/14/1984,Dune,45000000,27447471,27447471
2263,2263,2263,2620,686,2977,7/23/1993,Poetic Justice,14000000,27450453,27450453
2264,2264,2264,2621,3689,2851,7/23/2010,Ramona and Beezus,15000000,27469621,26167002
2265,2265,2265,2622,1598,2616,3/30/2001,Tailor of Panama,18000000,27491653,13491653
2266,2266,2266,2623,4003,1467,10/14/2011,The Thing,38000000,27501814,16928670
2267,2267,2267,2624,5360,4832,7/3/2017,Departure,1100000,27561,0
2268,2268,2268,2625,920,2122,11/10/1996,Michael Collins,25000000,27572844,11092559
2269,2269,2269,2626,2812,1654,12/5/2006,Goal! The Dream Begins,33000000,27610873,4283255
2270,2270,2270,2627,898,1377,8/23/1996,The Island of Dr. Moreau,40000000,27682712,27682712
2271,2271,2271,2628,805,2400,9/27/1995,To Die For,20000000,27688744,21284514
2272,2272,2272,2629,4343,4271,2/22/2013,Dark Skies,3500000,27704111,17418667
2273,2273,2273,2630,1419,2848,4/21/2000,Love and Basketball,15000000,27709625,27441122
2274,2274,2274,2631,677,4267,5/26/1993,Menace II Society,3500000,27731527,27731527
2275,2275,2275,2632,1469,2181,8/9/2000,Nurse Betty,24000000,27732366,25170054
2276,2276,2276,2633,1411,4180,4/8/2000,Saving Grace,4000000,27786849,12178602
2277,2277,2277,2634,943,4340,1/8/1997,Air Bud,3000000,27788649,24646936
2278,2278,2278,2635,3196,2628,8/10/2008,RocknRolla,18000000,27794339,5700626
2279,2279,2279,2636,2496,2448,9/12/2005,Mrs. Henderson Presents,20000000,27836366,11036366
2280,2280,2280,2637,3210,2251,8/27/2008,Traitor,22000000,27882226,23530831
2281,2281,2281,2638,3221,2403,9/19/2008,Appaloosa,20000000,27911453,20211394
2282,2282,2282,2639,777,4268,4/26/1995,Friday,3500000,27936778,27467564
2283,2283,2283,2640,1595,3837,3/23/2001,The Brothers,6000000,27958191,27457409
2284,2284,2284,2641,673,3050,5/2/1993,Loaded Weapon 1,13000000,27979399,27979399
2285,2285,2285,2642,682,1246,6/30/1993,The Firm,42000000,270340892,158340892
2286,2286,2286,2643,4669,2564,9/5/2014,Neighbors,18000000,270944428,150086800
2287,2287,2287,2644,3518,314,11/25/2009,The Princess and the Frog,105000000,270997378,104400899
2288,2288,2288,2645,74,5067,11/19/1956,Shichinin no samurai,500000,271736,271736
2289,2289,2289,2646,3677,579,6/25/2010,Grown Ups,75000000,272223430,162001186
2290,2290,2290,2647,2059,219,7/18/2003,Bad Boys II,130000000,273271982,138540870
2291,2291,2291,2648,1628,385,6/15/2001,Lara Croft: Tomb Raider,94000000,273330185,131144183
2292,2292,2292,2649,4227,708,9/11/2012,Lincoln,65000000,273346281,182207973
2293,2293,2293,2650,881,913,6/28/1996,The Nutty Professor,55000000,273814019,128814019
2294,2294,2294,2651,933,1006,12/13/1996,Jerry Maguire,50000000,274000000,153952592
2295,2295,2295,2652,1962,3011,1/24/2003,Amen,14000000,274299,274299
2296,2296,2296,2653,4469,561,9/27/2013,Cloudy with a Chance of Meatballs 2,78000000,274392649,119793567
2297,2297,2297,2654,3249,3243,10/24/2008,High School Musical 3: Senior Year,11000000,274392880,90559416
2298,2298,2298,2655,3285,2011,12/12/2008,Gran Torino,25000000,274543085,148095302
2299,2299,2299,2656,1879,2547,9/20/2002,Sen to Chihiro no Kamikakushi,19000000,274949886,10049886
2300,2300,2300,2657,597,2314,2/14/1991,The Silence of the Lambs,20000000,275726716,130726716
2301,2301,2301,2658,4576,446,3/21/2014,Divergent,85000000,276014965,150947895
2302,2302,2302,2659,1830,475,6/14/2002,Scooby-Doo,84000000,276294164,153294164
2303,2303,2303,2660,471,2310,5/20/1987,Beverly Hills Cop II,20000000,276665036,153665036
2304,2304,2304,2661,5313,3955,1/20/2017,Split,5000000,276841585,138141585
2305,2305,2305,2662,1458,2529,7/7/2000,Scary Movie,19000000,277200000,157019771
2306,2306,2306,2663,1484,5342,8/25/2000,Smiling Fish and Goat on Fire,40000,277233,277233
2307,2307,2307,2664,5195,106,5/27/2016,Alice Through the Looking Glass,170000000,277442381,77042381
2308,2308,2308,2665,3754,2504,10/12/2010,The Tempest,20000000,277943,277943
2309,2309,2309,2666,3753,347,10/12/2010,The Tourist,100000000,278731369,67631157
2310,2310,2310,2667,1166,1969,11/12/1998,Shakespeare in Love,26000000,279500000,100317794
2311,2311,2311,2668,4290,2115,12/21/2012,Cirque du Soleil: Worlds Away,25000000,28012862,12512862
2312,2312,2312,2669,2612,2466,2/24/2006,Doogal,20000000,28058652,7578946
2313,2313,2313,2670,3506,3741,11/12/2009,A Single Man,7000000,28142379,9176000
2314,2314,2314,2671,64,3973,12/23/1954,"20,000 Leagues Under the Sea",5000000,28200000,28200000
2315,2315,2315,2672,4973,1918,8/21/2015,American Ultra,28000000,28208085,14439985
2316,2316,2316,2673,2267,964,7/30/2004,Thunderbirds,55000000,28231444,6768055
2317,2317,2317,2674,3560,2445,1/10/2010,Let Me In,20000000,28270399,12134935
2318,2318,2318,2675,737,2079,9/23/1994,The Shawshank Redemption,25000000,28307092,28241469
2319,2319,2319,2676,1909,3608,11/10/2002,Brown Sugar,8000000,28315272,27362712
2320,2320,2320,2677,210,4844,8/2/1976,Taxi Driver,1000000,28316211,28262574
2321,2321,2321,2678,126,4249,12/12/1966,A Man for All Seasons,3900000,28350000,28350000
2322,2322,2322,2679,1244,4766,5/3/1999,"Lock, Stock and Two Smoking Barrels",1350000,28356188,3897569
2323,2323,2323,2680,1298,3807,9/4/1999,Go!,6500000,28383441,16875273
2324,2324,2324,2681,659,1581,12/25/1992,Hoffa,35000000,28391473,23365858
2325,2325,2325,2682,5062,2116,11/13/2015,The 33,25000000,28400715,12227722
2326,2326,2326,2683,3145,1872,5/12/2008,Frost/Nixon,29000000,28452945,18622031
2327,2327,2327,2684,3928,3937,7/15/2011,Salvation Boulevard,5500000,28468,28468
2328,2328,2328,2685,1208,1376,2/4/1999,The Out-of-Towners,40000000,28544120,28544120
2329,2329,2329,2686,3241,2005,10/17/2008,W.,25100000,28575778,25534493
2330,2330,2330,2687,2033,3373,5/30/2003,Wrong Turn,10000000,28649556,15417771
2331,2331,2331,2688,1415,3624,4/14/2000,American Psycho,8000000,28674417,15070285
2332,2332,2332,2689,2336,1989,12/3/2004,Agent Cody Banks 2: Destination London,26000000,28703083,23514247
2333,2333,2333,2690,5263,1615,11/3/2016,The Brothers Grimsby,35000000,28721408,6864016
2334,2334,2334,2691,1632,2740,6/27/2001,Baby Boy,16000000,28734552,28734552
2335,2335,2335,2692,2274,2405,8/13/2004,Yu-Gi-Oh,20000000,28762690,19762690
2336,2336,2336,2693,1389,3525,2/18/2000,Boiler Room,9000000,28773637,16963963
2337,2337,2337,2694,3559,1953,1/10/2010,Case 39,27000000,28773827,13261851
2338,2338,2338,2695,4463,4618,9/13/2013,Plush,2000000,28864,3080
2339,2339,2339,2696,1363,2180,12/21/1999,"Girl, Interrupted",24000000,28871190,28871190
2340,2340,2340,2697,649,3615,10/4/1992,The Player,8000000,28876702,21706101
2341,2341,2341,2698,1683,1580,9/11/2001,Heist,35000000,28906817,23483357
2342,2342,2342,2699,2549,3166,11/3/2005,The Upside of Anger,12000000,28915761,18761993
2343,2343,2343,2700,1979,1098,2/21/2003,The Life of David Gale,50000000,28920188,19694635
2344,2344,2344,2701,1888,3049,10/5/2002,The New Guy,13000000,28972187,28972187
2345,2345,2345,2702,4250,247,10/8/2012,The Bourne Legacy,125000000,280355920,113203870
2346,2346,2346,2703,3690,4131,7/23/2010,Life During Wartime,4500000,281447,281447
2347,2347,2347,2704,1605,2028,4/13/2001,Bridget Jones's Diary,25000000,281527158,71500556
2348,2348,2348,2705,781,919,5/26/1995,Casper,55000000,282300000,100328194
2349,2349,2349,2706,3750,4063,10/9/2010,"Lovely, Still",5000000,282687,127564
2350,2350,2350,2707,4223,7,9/3/2012,John Carter,275000000,282778100,73058679
2351,2351,2351,2708,741,1710,10/6/1994,Speed,30000000,283200000,121248145
2352,2352,2352,2709,2464,1277,7/15/2005,The Wedding Crashers,40000000,283218368,209218368
2353,2353,2353,2710,3036,5202,12/14/2007,Shotgun Stories,250000,284174,46026
2354,2354,2354,2711,1147,186,10/7/1998,Lethal Weapon 4,140000000,285400000,130444603
2355,2355,2355,2712,4430,4658,7/26/2013,Stranded,1900000,285593,0
2356,2356,2356,2713,4459,261,9/8/2013,Elysium,120000000,286192091,93050117
2357,2357,2357,2714,117,3594,2/3/1965,The Sound of Music,8200000,286214286,163214286
2358,2358,2358,2715,1694,1708,10/8/2001,American Pie 2,30000000,286500000,145096820
2359,2359,2359,2716,4420,205,7/17/2013,Turbo,135000000,286896578,83028130
2360,2360,2360,2717,286,5301,10/5/1980,Penitentiary,100000,287000,287000
2361,2361,2361,2718,4902,1864,5/15/2015,Pitch Perfect 2,29000000,287130801,183785415
2362,2362,2362,2719,2857,159,2/11/2007,Bee Movie,150000000,287594577,126631277
2363,2363,2363,2720,4373,262,4/19/2013,Oblivion,120000000,287916633,89107235
2364,2364,2364,2721,2916,257,6/15/2007,Fantastic Four: Rise of the Silver Surfer,120000000,288215319,131921738
2365,2365,2365,2722,2262,442,7/23/2004,The Bourne Supremacy,85000000,288587450,176087450
2366,2366,2366,2723,1463,400,7/21/2000,What Lies Beneath,90000000,288693989,155464351
2367,2367,2367,2724,4820,4774,1/30/2015,Above and Beyond,1300000,288751,288751
2368,2368,2368,2725,4740,4894,11/28/2014,Antarctica: A Year on Ice,1000000,288757,288757
2369,2369,2369,2726,3893,1658,5/13/2011,Bridesmaids,32500000,289527030,169106725
2370,2370,2370,2727,2684,402,6/10/2006,The Departed,90000000,289660619,132384315
2371,2371,2371,2728,2575,4825,12/25/2005,Wolf Creek,1100000,29005064,16186348
2372,2372,2372,2729,1859,3021,8/11/2002,Far From Heaven,13500000,29027914,15901849
2373,2373,2373,2730,4694,2945,10/10/2014,Automata,15000000,29050,0
2374,2374,2374,2731,608,2739,9/8/1991,Double Impact,16000000,29090445,29090445
2375,2375,2375,2732,1081,2845,4/17/1998,The Object of my Affection,15000000,29145924,29145924
2376,2376,2376,2733,2600,3943,1/27/2006,Rang De Basanti,5300000,29197694,2197694
2377,2377,2377,2734,254,3573,7/11/1979,The Rose,8500000,29200000,29200000
2378,2378,2378,2735,1089,1799,5/15/1998,Bulworth,30000000,29203383,26528684
2379,2379,2379,2736,3521,2131,11/25/2009,The Road,25000000,29206732,8114270
2380,2380,2380,2737,3486,2381,10/16/2009,The Stepfather,20000000,29227561,29062561
2381,2381,2381,2738,5155,4291,3/6/2016,Time to Choose,3500000,29233,29233
2382,2382,2382,2739,4718,2078,11/4/2014,Draft Day,25000000,29276904,28842237
2383,2383,2383,2740,755,3343,11/23/1994,A Low Down Dirty Shame,10000000,29317886,29317886
2384,2384,2384,2741,2176,1797,2/4/2004,The Prince & Me,30000000,29356757,28165882
2385,2385,2385,2742,2978,1206,9/14/2007,Across the Universe,45000000,29367143,24343673
2386,2386,2386,2743,3963,4520,8/26/2011,Redemption Road,2300000,29384,29384
2387,2387,2387,2744,4273,2523,11/23/2012,De rouille et d’os,19500000,29393634,2061449
2388,2388,2388,2745,358,5142,4/15/1983,The Evil Dead,375000,29400000,2400000
2389,2389,2389,2746,1566,1212,1/19/2001,The Pledge,45000000,29406132,19719930
2390,2390,2390,2747,361,3342,6/24/1983,Twilight Zone: The Movie,10000000,29500000,29500000
2391,2391,2391,2748,1618,1462,5/18/2001,Angel Eyes,38000000,29544532,24044532
2392,2392,2392,2749,163,2076,9/23/1970,"Tora, Tora, Tora",25000000,29548291,29548291
2393,2393,2393,2750,4495,3198,11/15/2013,La grande bellezza,12000000,29549145,2883879
2394,2394,2394,2751,3458,3682,9/10/2009,An Education,7500000,29652736,12574914
2395,2395,2395,2752,1540,544,12/5/2000,Battlefield Earth: A Saga of the Year 3000,80000000,29725663,21471685
2396,2396,2396,2753,1698,1146,10/19/2001,Riding in Cars with Boys,47000000,29781453,29781453
2397,2397,2397,2754,1722,2179,12/1/2001,Double Take,24000000,29823162,29823162
2398,2398,2398,2755,5113,5267,12/31/2015,Lumea e a mea,168000,29827,0
2399,2399,2399,2756,3456,3238,9/10/2009,St. Trinian’s,11400000,29830239,15000
2400,2400,2400,2757,3223,2438,9/19/2008,Ghost Town,20000000,29843245,13252641
2401,2401,2401,2758,3628,2086,4/23/2010,The Losers,25000000,29863840,23591432
2402,2402,2402,2759,3441,2401,8/21/2009,Shorts,20000000,29870801,20919166
2403,2403,2403,2760,1877,1592,9/20/2002,The Four Feathers,35000000,29882645,18306166
2404,2404,2404,2761,4503,1611,11/29/2013,Mandela: Long Walk to Freedom,35000000,29890402,8323085
2405,2405,2405,2762,1433,2606,5/19/2000,Small Time Crooks,18000000,29934477,17266359
2406,2406,2406,2763,3328,3622,1/30/2009,New in Town,8000000,29937909,16734283
2407,2407,2407,2764,2212,1681,4/30/2004,Laws of Attraction,32000000,29948322,17848322
2408,2408,2408,2765,3688,221,7/23/2010,Salt,130000000,290650494,118311368
2409,2409,2409,2766,1318,778,10/12/1999,The Green Mile,60000000,290701374,136801374
2410,2410,2410,2767,2350,3452,12/17/2004,Imaginary Heroes,10000000,290875,228524
2411,2411,2411,2768,1849,759,7/25/2002,Austin Powers in Goldmember,63000000,292738626,213117789
2412,2412,2412,2769,3422,160,7/24/2009,G-Force,150000000,292817841,119436770
2413,2413,2413,2770,1107,633,6/26/1998,Doctor Dolittle,71500000,294156605,144156605
2414,2414,2414,2771,3660,373,5/27/2010,Sex and the City 2,95000000,294680778,95347692
2415,2415,2415,2772,387,1704,8/6/1984,Ghostbusters,30000000,295212467,242212467
2416,2416,2416,2773,4857,288,3/20/2015,The Divergent Series: Insurgent,110000000,295279072,130179072
2417,2417,2417,2774,3983,3707,9/16/2011,3,7200000,295492,59774
2418,2418,2418,2775,900,4399,8/23/1996,Freeway,3000000,295493,295493
2419,2419,2419,2776,3444,3454,8/21/2009,World's Greatest Dad,10000000,295750,221805
2420,2420,2420,2777,3748,895,10/9/2010,Resident Evil: Afterlife,57500000,295874190,60128566
